,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,target
0,-10.213116249446774,-13.683537820692143,15.74139622626684,1.4274903192940378,30.2973638408257,-1.8634158863536414,-3.777843838190349,0.054881918516832315,-0.9782234411182618,-0.47470710733457344,-0.8969339226887375,-2.2887319143704503,-0.31199763998404206,-1.997087733501955,-8.14885080523394,2.343111691750206,0.9020966360547615,-0.29727848729978923,-0.12466237069955934,-2.8487955991285805,-4.0634477549474655,2.7555277534550826,1.4778573328754188,0.3779916881568193,0.6860446202528183,-0.24863361490652613,1.9653683124803238,1.188808302514172,-0.6185903860593831,-0.059192287033066164,0.4737896517705054,-0.052274773175130615,0.7694714335701537,3.855258053007296,0.9196532963762438,3.1511800320317027,1.6979996642536284,1.5170416084231824,-4.9516263503284375,-1.4462327852156398,-8.552133639730036,-1.7616556797872973,0.3021551484742282,0.02751621813057022,0.6569088979161426,0.6300671903206999,0.9020481553073019,0.37373145847540773,0.1444150952487382,1.4383241005247564e-14,1
1,24.767371507143004,-0.02849328118762069,0.16695673360749175,-1.1546968835307605,0.043218006557644684,0.04782686967647068,-0.5618631196801592,-2.8248540861820537,0.04261500838838776,0.02297458152904852,-0.9425713715975036,2.3644270915891688,1.0269287572997765,-4.555539351111779,-1.1891057051657197,-1.2303968918881216,1.2253885972139982,-1.1836641638090837,-3.549213923964971,-3.584801827112062,-0.3117402054508309,1.9135050222250714,-2.3347811451475944,-0.0745936327024342,-3.48100765936048,-0.3200787909423117,-4.09058096427988,-1.7938206790478723,1.8625413998989588,-0.09255762437931604,-2.324895370399086,1.4280738087437936,0.64208993534139,-2.36631500350012,-0.05624023067942303,2.0808431801087686,1.9550936126374105,-1.2484559694918829,1.726023754280464,7.745050420061704,-2.220729634810815,-0.868207832927224,-1.717590394555211,5.426907985314244,-3.8029117140713766,0.5311470248550214,0.16122587948655234,0.1527625698439408,0.3398434035298238,1.438324100524762e-14,1
2,-8.525262821527749,-7.561989730780671,-12.790872701551114,-0.48949830290069773,-0.3620648564235264,34.43513697901458,-2.4304939685812976,-0.5129860671792046,-5.03303559168261,-0.9534311667719075,-0.15407630078939916,-2.8859928086655584,6.559415636800704,0.45014042768438955,-6.387747546573805,-24.80660421616048,1.536402660411169,16.970102201890665,1.1091628824780795,0.3515263289019458,0.3048708418565244,-0.6620710906915693,-0.6114326286531159,-2.745002020162895,0.11102333999491135,0.8638620530078511,2.3254907596527574,3.022517606288462,2.8046469231058437,-0.6772260127509281,-0.8834509284151939,0.30272114351536106,0.0937875893679249,0.053707853338092935,-0.4407942784324015,0.15205302362284823,0.11008866906579282,-0.2543253558639246,-0.11494705777858664,-0.22721293332524328,0.17883306544755598,-0.34153474628176894,-0.5261757746308219,0.11440680893186744,0.038327375771584814,0.04029785907943076,-0.006092163915104915,-0.053458537571277075,-0.03355654109422774,1.4383241005247696e-14,1
3,-13.59379495003042,33.17569956283803,5.846397222960518,-42.289502129558244,0.87054951823817,-0.8349443557805913,-1.3815541896992283,5.21938898869841,2.190197149760388,-4.425936540238546,12.754750233854004,14.375201595845523,4.821618348480801,2.6549655447122964,-4.326646773032281,2.144783374612838,-6.412397946656771,1.9612671276979539,-7.826340996590629,6.093436804629722,-4.788816582465415,-5.908394899232033,-1.3879149088916924,0.7371447636463566,6.973812275519707,2.0174421900620696,-3.82803177922373,3.97657453673652,-0.5687824478029595,0.7401277997864245,0.9485418118997501,-0.9476095365447192,-3.2335778768169376,0.8322262038476816,0.4564417142805818,0.21142095452505047,0.06872687636138204,0.49366255222081257,-0.27772468013545226,-0.6362649795650205,0.035973500942633956,-0.1881612485337106,-0.2947174871257681,0.5592564222804919,-2.304023027707424,-0.9590465825434288,1.5856004247366347,-2.203085011221881,0.25056997241641227,1.438324100524773e-14,1
4,-12.292317812619565,-18.82780327200755,24.057572840594844,1.4974030032722447,27.855449975461184,-2.4751382477414148,-6.095529147990157,0.3022646606553585,-4.315402673079824,0.8511288113730741,-0.47437197777360074,2.9411292561229265,0.6186401222588306,1.6191449689400041,9.311364700433062,-2.9864674472542543,-0.3145020016747262,-0.2158969353228906,0.5134361379262584,4.223221036655281,8.089144611940876,-3.2282707739081227,-9.40152135845216,4.276305203409183,2.0945950929730346,0.9684648656577065,-3.0175944404245048,-1.966631963920547,-1.0208578216455366,-10.32840062483906,-0.4612436967567496,2.671310110306996,1.8906456988990827,-0.889774943323501,-0.6501994788854335,-3.647008481735704,-0.6088492018352479,0.3286203769594953,-0.7001338959806332,-0.455340093266338,-0.6270907759202212,-0.4579553072465353,-0.485257055502672,0.12429322766503231,-0.04320285444921474,-0.23991166265059558,-0.04124554406881865,0.18086143508812097,0.05132879756768651,1.4383241005247674e-14,1
5,-8.806511869612127,-10.612634648055083,16.781265462142265,0.039124770156149694,-24.630710996736777,-0.17614789162262232,-0.4493973940303993,0.5252340981236969,2.350229130292626,-2.3472205719128163,-3.7139825188457594,-7.674153393702433,-2.485151324067585,-6.107082353451549,-12.345158614695954,4.540031978269508,-2.3296879351910396,1.1723722183579561,-2.103184278321241,-0.03473652081184273,-6.762293014584269,-4.824800737130044,7.243070496949767,-7.753532135496027,-2.9884618034488732,0.5506501768700139,-3.788163730769224,-2.9723351723310247,-0.43174422274865487,-4.505259660044196,-0.6320435806708102,2.2907961131791534,1.6311765660905317,-3.1963332937934417,-1.270221248894393,-6.381589421434836,-0.21023069762633803,-0.41025744671236997,-2.318372706218023,-0.8228559301095872,-0.3619399185163549,-0.24169819952012345,-0.12731190111300608,-0.05513733283954644,-0.5925893921650711,-0.17850294376483347,0.3172837379722449,-0.13942664164255958,0.07567951674473825,1.4383241005247548e-14,1
6,-8.821328224016767,-8.614086502914656,-16.574767209765266,-1.0893483341962409,-1.5251410257342373,-12.029299391106326,1.5623365860650913,-0.2356709951220098,-3.1849636458998902,-1.1372834826464095,-0.035506446255424505,-5.4820964863371175,13.655439735805954,0.21335586459145342,-1.6678543508619454,-4.865883061184128,-0.6621358384572545,-9.83819882627279,-0.33240132525961436,1.0577631006078485,0.02263881428219955,0.17896147412993132,-3.179613100649305,-4.423964861666524,1.0212028109966005,-2.515069018171548,0.5054143520533597,0.3190609069238882,0.4070577764632376,-0.07265207701619074,-0.2816544479384588,0.5178859422868964,0.38082442307708475,-0.7034502905439702,1.7867985973403335,1.1032764900239582,2.2280488281188884,-1.9166532640295775,-0.7501415353318487,-3.5337763348742057,-0.3941428319437548,8.140372099011202,-3.5148683422918903,1.8708695057726894,-0.21287496737153974,-0.16411539198566943,0.39460306352320834,0.6550237416229073,-0.06079437190559206,1.438324100524756e-14,1
7,-12.723867816729312,-15.097069465101995,-33.98277611679083,-2.1396754230807247,-4.055025150852946,-27.881886753299582,-26.08502264311432,3.746703550809557,0.13966558211514224,1.3523919761701153,-0.5278162963033883,1.4322920091844573,-1.8483490990100255,-0.17241067141016336,-0.6690042378359207,-6.502939180848274,0.6831835988487618,1.403715882899656,0.013690804160798405,2.5123472052177473,1.5601913453974812,-2.4752569000505202,10.53496336089925,10.510788463422516,-0.22898047746927275,-3.140872007272627,-2.285885527170183,0.3833936247948885,0.6166558918001289,-0.5090834111226449,-0.12165660447866906,-0.18423282150209574,-0.06341204358562767,0.26416148805776507,1.2527340514709895,-1.6294327085066242,-2.427013843917211,3.456055243453731,0.619653534779624,2.1833879736863877,-1.4534910319849748,2.4993188059259994,0.09494996891888166,0.031882181786910456,0.5105422210669579,0.5639959854905252,-0.09115944776667936,-0.46555437631052726,0.1173808744801183,1.4383241005247677e-14,1
8,-12.835114100565036,-19.45851909286789,31.875507652360604,0.8561304765150397,-38.17445533312083,-1.7359978842055432,-4.461434933065625,0.5021719652592509,-5.627066061020231,2.4813803366159113,1.0426817133472241,1.9188532202941242,0.45583683536800784,-0.14369481247305932,-4.201081108340584,2.1523968163269105,2.7193183751932923,0.5668116601240326,1.711220590833394,2.4881928115877763,5.213084026087258,0.8600215222447776,-2.5776320336409633,2.7305534817519996,0.9695395676571168,-0.16698917343686434,1.9580051157246063,1.672223255787815,-0.313222458407135,1.7451556281503935,0.5326998533859252,-1.0382992002803382,-0.7747065386825931,2.0269422902331278,1.0371675708135375,1.6465451884369535,0.3907340002503396,-0.26870708246776676,-8.042931349157424,4.1424916186820235,3.954986664782682,1.233565745899386,0.4828781267679743,0.08702514821245759,0.42248963949755025,0.15585956616312321,-0.0020741932242744916,0.12952152560164146,0.11915125824370955,1.4383241005247687e-14,1
9,-5.3851239588892374,15.959629491733628,0.1004148909453501,27.87116736065849,-0.4750588613537423,0.496611698724426,1.414953378924054,4.732413033000058,10.41061988345154,-9.448530650984228,23.349932638415712,0.06032388740410212,-0.4414900821457557,-10.492269280196684,2.9243427873829275,-0.19621761510155827,-0.8639570317019698,-0.37874877502048576,4.031300912306019,-2.9978124931368177,2.234160196447583,-1.4894406368510196,0.46860994975348935,0.09564893026047326,0.4188924694236603,0.7865259979239545,-1.5478894365880553,1.176189094206516,2.8220039321677124,-0.7187536535765638,3.723849187020717,-4.953778977754964,-1.1499106905049696,2.926643582708604,0.15832076907645817,-2.520476294891047,-0.91666178859297,-6.508474331635837,0.7439549424126899,2.576903884812858,-2.3959340852427538,1.0482728700395574,-1.1019759093139605,-3.6864959598145193,-0.3266788938904824,0.34163373839907546,0.12542215357420233,0.14922660958163414,-0.1737857951672312,1.4383241005247737e-14,1
